14 5, 6, 3, 4, 1, 2, 0, 7
15 5, 6, 3, 4, 1, 2, 7, 0
16 5, 6, 3, 0, 1, 2, 7, 4
18 5, 6, 0, 4, 1, 2, 7, 3
15 5, 3, 2, 7, 1, 6, 0, 4
16 5, 3, 2, 7, 1, 6, 4, 0
15 5, 6, 0, 4, 1, 2, 3, 7
17 5, 6, 0, 3, 1, 2, 7, 4
19 5, 6, 3, 7, 1, 2, 0, 4
20 5, 6, 3, 7, 1, 2, 4, 0
17 5, 3, 2, 0, 1, 6, 4, 7
19 5, 6, 7, 4, 1, 2, 0, 3
20 5, 6, 7, 4, 1, 2, 3, 0
19 5, 6, 4, 0, 1, 2, 7, 3
20 5, 6, 4, 3, 1, 2, 7, 0
21 5, 6, 3, 0, 1, 2, 4, 7
16 0, 5, 3, 4, 1, 6, 7, 2
17 1, 5, 3, 4, 0, 6, 7, 2
19 1, 5, 3, 4, 2, 6, 7, 0
20 1, 0, 3, 4, 5, 6, 7, 2
21 1, 3, 0, 4, 5, 6, 7, 2
20 1, 5, 3, 0, 2, 6, 7, 4
20 1, 5, 3, 4, 2, 6, 0, 7
21 1, 6, 3, 4, 5, 0, 7, 2
22 1, 3, 7, 4, 5, 6, 0, 2
23 1, 3, 7, 4, 5, 6, 2, 0
26 1, 3, 0, 4, 5, 6, 2, 7
27 1, 3, 2, 4, 5, 6, 0, 7
28 1, 3, 2, 4, 5, 6, 7, 0
29 1, 3, 2, 0, 5, 6, 7, 4
27 1, 0, 3, 4, 5, 6, 2, 7
22 1, 6, 3, 4, 5, 7, 0, 2
23 1, 6, 3, 4, 5, 7, 2, 0
22 1, 3, 4, 0, 5, 6, 7, 2
23 1, 3, 4, 2, 5, 6, 7, 0
27 1, 3, 4, 0, 5, 6, 2, 7
28 1, 3, 4, 7, 5, 6, 2, 0
30 1, 3, 0, 2, 5, 6, 7, 4
31 1, 0, 3, 2, 5, 6, 7, 4
32 1, 3, 2, 7, 5, 6, 0, 4
33 1, 3, 2, 7, 5, 6, 4, 0
28 1, 6, 3, 4, 5, 0, 2, 7
29 1, 6, 3, 4, 5, 2, 0, 7
30 1, 6, 3, 4, 5, 2, 7, 0
31 1, 6, 3, 0, 5, 2, 7, 4
33 1, 6, 0, 4, 5, 2, 7, 3
24 1, 6, 3, 0, 5, 7, 2, 4
34 1, 3, 2, 0, 5, 6, 4, 7
30 1, 6, 0, 4, 5, 2, 3, 7
32 1, 6, 0, 3, 5, 2, 7, 4
24 1, 3, 7, 0, 5, 6, 2, 4
34 1, 6, 3, 7, 5, 2, 0, 4
35 1, 6, 3, 7, 5, 2, 4, 0
34 1, 6, 7, 4, 5, 2, 0, 3
35 1, 6, 7, 4, 5, 2, 3, 0
34 1, 6, 4, 0, 5, 2, 7, 3
35 1, 6, 4, 3, 5, 2, 7, 0
36 1, 6, 3, 0, 5, 2, 4, 7
22 1, 5, 0, 4, 2, 6, 7, 3
24 1, 3, 4, 2, 5, 6, 0, 7
31 1, 3, 7, 2, 5, 6, 0, 4
32 1, 3, 7, 2, 5, 6, 4, 0
28 1, 3, 2, 4, 5, 0, 6, 7
32 1, 6, 3, 2, 5, 0, 7, 4
27 1, 6, 3, 2, 5, 7, 0, 4
28 1, 6, 3, 2, 5, 7, 4, 0
36 1, 6, 7, 0, 5, 2, 3, 4
36 1, 6, 4, 3, 5, 2, 0, 7
31 1, 6, 4, 0, 5, 2, 3, 7
32 1, 6, 4, 7, 5, 2, 3, 0
33 1, 6, 7, 3, 5, 2, 0, 4
34 1, 6, 7, 3, 5, 2, 4, 0
34 1, 0, 6, 4, 5, 2, 7, 3
35 1, 2, 6, 4, 5, 0, 7, 3
36 1, 2, 6, 4, 5, 7, 0, 3
37 1, 2, 6, 4, 5, 7, 3, 0
37 1, 2, 0, 4, 5, 7, 6, 3
38 1, 2, 6, 0, 5, 7, 3, 4
40 1, 2, 0, 4, 5, 7, 3, 6
41 1, 2, 3, 4, 5, 7, 0, 6
42 1, 2, 3, 4, 5, 7, 6, 0
42 1, 2, 3, 4, 5, 0, 7, 6
43 1, 2, 3, 0, 5, 7, 6, 4
43 1, 0, 3, 4, 5, 2, 7, 6
46 1, 2, 3, 6, 5, 7, 0, 4
47 1, 2, 3, 6, 5, 7, 4, 0
47 1, 2, 3, 6, 5, 0, 7, 4
38 1, 2, 4, 0, 5, 7, 6, 3
39 1, 2, 4, 3, 5, 7, 6, 0
41 1, 2, 6, 3, 5, 7, 0, 4
42 1, 2, 6, 3, 5, 7, 4, 0
44 1, 2, 0, 3, 5, 7, 6, 4
44 1, 3, 0, 4, 5, 2, 7, 6
48 1, 2, 3, 0, 5, 7, 4, 6
42 1, 2, 6, 3, 5, 0, 7, 4
40 1, 2, 4, 3, 5, 7, 0, 6
45 1, 3, 7, 4, 5, 2, 0, 6
46 1, 3, 7, 4, 5, 2, 6, 0
49 1, 3, 0, 4, 5, 2, 6, 7
50 1, 0, 3, 4, 5, 2, 6, 7
51 1, 2, 3, 4, 5, 0, 6, 7
52 1, 2, 3, 4, 5, 6, 0, 7
53 1, 2, 3, 4, 5, 6, 7, 0
